date,ahr999,价格,拟合价格,200日定投成本,日期
1367174841.0,2.9238,135.3,46.274,135.3,2013-04-29 02:47:21
1367261101.0,3.1307,141.96,46.4456,138.58,2013-04-30 02:45:01
1367347502.0,2.8562,135.3,46.6177,137.48,2013-05-01 02:45:02
1367433902.0,2.2155,117.0,46.7904,132.04,2013-05-02 02:45:02
1367522401.0,1.8113,103.43,46.9636,125.75,2013-05-03 03:20:01
1367608801.0,1.4746,91.01,47.1374,119.15,2013-05-04 03:20:01
1367695201.0,2.217,111.25,47.3116,117.99,2013-05-05 03:20:01
1367781901.0,2.4374,116.79,47.4865,117.84,2013-05-06 03:25:01
1367868303.0,2.4918,118.33,47.6618,117.89,2013-05-07 03:25:03
1367954701.0,2.028,106.4,47.8377,116.69,2013-05-08 03:25:01
1368041101.0,2.2717,112.64,48.0141,116.31,2013-05-09 03:25:01
1368129001.0,2.2834,113.0,48.1911,116.03,2013-05-10 03:50:01
1368215702.0,2.5092,118.78,48.3686,116.24,2013-05-11 03:55:02
1368303901.0,2.2676,113.01,48.5466,116.01,2013-05-12 04:25:01
1368390301.0,2.3295,114.71,48.7252,115.92,2013-05-13 04:25:01
1368476701.0,2.4204,117.18,48.9043,116.0,2013-05-14 04:25:01
1368563101.0,2.3042,114.5,49.084,115.91,2013-05-15 04:25:01
1368650101.0,2.2837,114.15,49.2642,115.81,2013-05-16 04:35:01
1368736501.0,2.3299,115.5,49.445,115.79,2013-05-17 04:35:01
1368822901.0,2.6288,123.1,49.6263,116.15,2013-05-18 04:35:01
1368909301.0,2.6444,123.88,49.8081,116.51,2013-05-19 04:35:01
1368995702.0,2.4891,120.5,49.9906,116.68,2013-05-20 04:35:02
1369082102.0,2.5609,122.58,50.1735,116.93,2013-05-21 04:35:02
1369168502.0,2.5596,122.9,50.357,117.18,2013-05-22 04:35:02
1369254904.0,2.5495,123.0,50.5411,117.4,2013-05-23 04:35:04
1369341302.0,2.6477,125.74,50.7258,117.71,2013-05-24 04:35:02
1369427701.0,2.8821,131.7,50.911,118.2,2013-05-25 04:35:01
1369514102.0,2.821,130.77,51.0967,118.63,2013-05-26 04:35:02
1369601102.0,2.9648,134.6,51.283,119.15,2013-05-27 04:45:02
1369687501.0,2.7054,128.98,51.4699,119.46,2013-05-28 04:45:01
1369773907.0,2.6967,129.17,51.6574,119.77,2013-05-29 04:45:07
1369862101.0,2.8029,132.13,51.8454,120.13,2013-05-30 05:15:01
1369948501.0,2.5917,127.4,52.034,120.35,2013-05-31 05:15:01
1370036402.0,2.6012,127.98,52.2231,120.56,2013-06-01 05:40:02
1370122802.0,2.6318,129.09,52.4128,120.8,2013-06-02 05:40:02
1370215501.0,2.3151,121.3,52.6031,120.81,2013-06-03 07:25:01
1370301902.0,2.3012,121.16,52.794,120.82,2013-06-04 07:25:02
1370393102.0,2.298,121.3,52.9854,120.84,2013-06-05 08:45:02
1370479502.0,2.3047,121.71,53.1774,120.86,2013-06-06 08:45:02
1370565901.0,2.1962,119.0,53.37,120.81,2013-06-07 08:45:01
1370652302.0,1.8771,110.09,53.5632,120.54,2013-06-08 08:45:02
1370738701.0,1.8179,108.4,53.7569,120.23,2013-06-09 08:45:01
1370825102.0,1.5405,99.7497,53.9512,119.71,2013-06-10 08:45:02
1370912105.0,1.7378,105.99,54.1461,119.38,2013-06-11 08:55:05
1370998802.0,1.8317,108.9,54.3416,119.14,2013-06-12 09:00:02
1371085201.0,1.8121,108.4,54.5377,118.89,2013-06-13 09:00:01
1371171602.0,1.6276,102.76,54.7343,118.52,2013-06-14 09:00:02
1371258301.0,1.4928,98.399,54.9316,118.07,2013-06-15 09:05:01
1371344702.0,1.5412,99.99,55.1294,117.67,2013-06-16 09:05:02
1371431702.0,1.5538,100.42,55.3278,117.29,2013-06-17 09:15:02
1371518404.0,1.6017,102.0,55.5268,116.97,2013-06-18 09:20:04
1371605102.0,1.7447,106.55,55.7264,116.76,2013-06-19 09:25:02
1371691510.0,1.7854,107.9,55.9266,116.59,2013-06-20 09:25:10
1371778202.0,1.8814,110.91,56.1274,116.48,2013-06-21 09:30:02
1371864601.0,1.8132,109.01,56.3288,116.34,2013-06-22 09:30:01
1371951002.0,1.7514,107.25,56.5308,116.17,2013-06-23 09:30:02
1372037402.0,1.7719,108.0,56.7334,116.02,2013-06-24 09:30:02
1372123803.0,1.5919,102.44,56.9366,115.77,2013-06-25 09:30:03
1372210502.0,1.6282,103.69,57.1404,115.56,2013-06-26 09:35:02
1372297801.0,1.616,103.39,57.3448,115.34,2013-06-27 09:50:01
1372384201.0,1.4997,99.66,57.5498,115.07,2013-06-28 09:50:01
1372470601.0,1.315,93.3311,57.7554,114.68,2013-06-29 09:50:01
1372557602.0,1.3728,95.3886,57.9616,114.34,2013-06-30 10:00:02
1372644001.0,1.4328,97.504,58.1685,114.06,2013-07-01 10:00:01
1372730404.0,1.2071,89.489,58.3759,113.63,2013-07-02 10:00:04
1372816801.0,1.2425,90.797,58.584,113.25,2013-07-03 10:00:01
1372906202.0,0.9376,78.8,58.7926,112.64,2013-07-04 10:50:02
1372992361.0,0.9316,78.48,59.0019,112.04,2013-07-05 10:46:01
1373078762.0,0.6981,67.809,59.2118,111.23,2013-07-06 10:46:02
1373165161.0,0.7062,68.0831,59.4224,110.45,2013-07-07 10:46:01
1373251562.0,0.9164,77.502,59.6335,109.9,2013-07-08 10:46:02
1373337962.0,0.8917,76.3915,59.8453,109.35,2013-07-09 10:46:02
1373424362.0,0.9071,77.0,60.0576,108.82,2013-07-10 10:46:02
1373511661.0,1.1246,85.75,60.2706,108.47,2013-07-11 11:01:01
1373598061.0,1.3436,93.804,60.4843,108.26,2013-07-12 11:01:01
1373684462.0,1.1832,88.0622,60.6985,107.97,2013-07-13 11:01:02
1373770861.0,1.3911,95.58,60.9134,107.8,2013-07-14 11:01:01
1373857862.0,1.3431,94.0,61.129,107.61,2013-07-15 11:11:02
1373944562.0,1.4359,97.301,61.3451,107.47,2013-07-16 11:16:02
1374030962.0,1.4822,98.9796,61.5619,107.36,2013-07-17 11:16:02
1374117662.0,1.4436,97.8,61.7793,107.24,2013-07-18 11:21:02
1374204061.0,1.1883,88.7869,61.9974,106.99,2013-07-19 11:21:01
1374290462.0,1.262,91.572,62.2161,106.79,2013-07-20 11:21:02
1374376862.0,1.1979,89.28,62.4354,106.56,2013-07-21 11:21:02
1374463262.0,1.2254,90.3672,62.6554,106.36,2013-07-22 11:21:02
1374549661.0,1.2596,91.7024,62.876,106.17,2013-07-23 11:21:01
1374636061.0,1.337,94.5806,63.0972,106.03,2013-07-24 11:21:01
1374722462.0,1.3324,94.525,63.3191,105.89,2013-07-25 11:21:02
1374808562.0,1.3982,96.9499,63.5417,105.79,2013-07-26 11:16:02
1374894961.0,1.3151,94.13,63.7649,105.65,2013-07-27 11:16:01
1374981362.0,1.3087,94.005,63.9887,105.52,2013-07-28 11:16:02
1375067762.0,1.4351,98.5759,64.2132,105.44,2013-07-29 11:16:02
1375154162.0,1.5168,101.5,64.4384,105.39,2013-07-30 11:16:02
1375245962.0,1.7854,110.34,64.6642,105.45,2013-07-31 12:46:02
1375332961.0,1.649,106.23,64.8907,105.45,2013-08-01 12:56:01
1375419362.0,1.504,101.61,65.1178,105.41,2013-08-02 12:56:02
1375505762.0,1.5613,103.7,65.3455,105.4,2013-08-03 12:56:02
1375592161.0,1.5909,104.86,65.574,105.39,2013-08-04 12:56:01
1375678561.0,1.637,106.56,65.8031,105.4,2013-08-05 12:56:01
1375764961.0,1.6093,105.84,66.0328,105.41,2013-08-06 12:56:01
1375851360.0,1.6312,106.75,66.2633,105.42,2013-08-07 12:56:00
1375937762.0,1.5796,105.23,66.4943,105.42,2013-08-08 12:56:02
1376024162.0,1.5363,103.95,66.7261,105.4,2013-08-09 12:56:02
1376110561.0,1.5235,103.69,66.9585,105.39,2013-08-10 12:56:01
1376196962.0,1.5124,103.48,67.1916,105.37,2013-08-11 12:56:02
1376283361.0,1.5342,104.4,67.4254,105.36,2013-08-12 12:56:01
1376370062.0,1.6024,106.89,67.6598,105.37,2013-08-13 13:01:02
1376456461.0,1.7074,110.55,67.8949,105.42,2013-08-14 13:01:01
1376542862.0,1.7361,111.7,68.1307,105.48,2013-08-15 13:01:02
1376630461.0,1.6365,108.65,68.3672,105.5,2013-08-16 13:21:01
1376716861.0,1.6409,109.0,68.6044,105.53,2013-08-17 13:21:01
1376803261.0,1.7307,112.17,68.8422,105.59,2013-08-18 13:21:01
1376889661.0,1.9027,117.87,69.0807,105.7,2013-08-19 13:21:01
1376976061.0,1.9696,120.2,69.3199,105.81,2013-08-20 13:21:01
1377062462.0,1.9541,120.0,69.5598,105.93,2013-08-21 13:21:02
1377148861.0,2.0071,121.9,69.8004,106.06,2013-08-22 13:21:01
1377235261.0,1.9744,121.18,70.0416,106.18,2013-08-23 13:21:01
1377321661.0,1.8956,119.0,70.2836,106.28,2013-08-24 13:21:01
1377408062.0,1.935,120.5,70.5262,106.39,2013-08-25 13:21:02
1377494462.0,1.9679,121.8,70.7696,106.51,2013-08-26 13:21:02
1377580861.0,1.975,122.3,71.0136,106.64,2013-08-27 13:21:01
1377667262.0,2.0982,126.36,71.2584,106.78,2013-08-28 13:21:02
1377753661.0,1.963,122.5,71.5038,106.9,2013-08-29 13:21:01
1377840061.0,1.9282,121.68,71.7499,107.01,2013-08-30 13:21:01
1377926462.0,2.2976,133.17,71.9967,107.2,2013-08-31 13:21:02
1378012862.0,2.4214,137.08,72.2443,107.41,2013-09-01 13:21:02
1378099262.0,2.3934,136.65,72.4925,107.62,2013-09-02 13:21:02
1378185662.0,2.3342,135.3,72.7415,107.81,2013-09-03 13:21:02
1378272062.0,2.3616,136.45,72.9911,108.01,2013-09-04 13:21:02
1378358762.0,2.0452,127.28,73.2415,108.14,2013-09-05 13:26:02
1378445161.0,1.9885,125.79,73.4926,108.27,2013-09-06 13:26:01
1378531562.0,1.8375,121.18,73.7444,108.36,2013-09-07 13:26:02
1378617962.0,1.899,123.46,73.9969,108.47,2013-09-08 13:26:02
1378704362.0,1.8119,120.85,74.2501,108.55,2013-09-09 13:26:02
1378790761.0,1.9996,127.25,74.504,108.68,2013-09-10 13:26:01
1378877162.0,1.8735,123.44,74.7587,108.78,2013-09-11 13:26:02
1378963562.0,2.2136,134.51,75.0141,108.95,2013-09-12 13:26:02
1379049961.0,2.2619,136.31,75.2702,109.13,2013-09-13 13:26:01
1379136362.0,2.1308,132.62,75.527,109.28,2013-09-14 13:26:02
1379222762.0,1.9951,128.62,75.7845,109.41,2013-09-15 13:26:02
1379309161.0,2.0458,130.55,76.0428,109.55,2013-09-16 13:26:01
1379395561.0,1.9145,126.57,76.3018,109.66,2013-09-17 13:26:01
1379481962.0,2.033,130.73,76.5616,109.79,2013-09-18 13:26:02
1379568361.0,2.0335,131.05,76.822,109.93,2013-09-19 13:26:01
1379654762.0,1.9844,129.75,77.0832,110.05,2013-09-20 13:26:02
1379741162.0,1.9068,127.47,77.3452,110.16,2013-09-21 13:26:02
1379827562.0,1.8938,127.31,77.6079,110.27,2013-09-22 13:26:02
1379913961.0,1.9175,128.39,77.8713,110.39,2013-09-23 13:26:01
1380000362.0,1.8503,126.39,78.1354,110.49,2013-09-24 13:26:02
1380086762.0,1.9143,128.84,78.4003,110.6,2013-09-25 13:26:02
1380173161.0,1.9082,128.92,78.666,110.71,2013-09-26 13:26:01
1380259562.0,1.9371,130.18,78.9324,110.83,2013-09-27 13:26:02
1380345962.0,2.064,134.69,79.1995,110.97,2013-09-28 13:26:02
1380432362.0,2.1719,138.5,79.4674,111.13,2013-09-29 13:26:02
1380519361.0,2.0383,134.48,79.736,111.27,2013-09-30 13:36:01
1380606061.0,2.0142,133.99,80.0054,111.4,2013-10-01 13:41:01
1380692462.0,1.9347,131.61,80.2756,111.52,2013-10-02 13:41:02
1380778862.0,1.6449,121.59,80.5465,111.58,2013-10-03 13:41:02
1380870971.0,1.7571,125.93,80.8181,111.66,2013-10-04 15:16:11
1380957369.0,1.838,129.07,81.0905,111.76,2013-10-05 15:16:09
1381043771.0,1.822,128.78,81.3637,111.86,2013-10-06 15:16:11
1381130163.0,1.8335,129.46,81.6376,111.96,2013-10-07 15:16:03
1381216561.0,1.7327,126.11,81.9123,112.05,2013-10-08 15:16:01
1381303862.0,1.7602,127.37,82.1878,112.13,2013-10-09 15:31:02
1381390262.0,1.8565,131.09,82.464,112.24,2013-10-10 15:31:02
1381476662.0,1.8231,130.18,82.741,112.34,2013-10-11 15:31:02
1381563063.0,1.8986,133.14,83.0188,112.45,2013-10-12 15:31:03
1381649469.0,1.9305,134.55,83.2974,112.57,2013-10-13 15:31:09
1381735862.0,2.0813,140.03,83.5767,112.72,2013-10-14 15:31:02
1381822261.0,2.0599,139.63,83.8568,112.86,2013-10-15 15:31:01
1381908662.0,2.421,151.76,84.1376,113.06,2013-10-16 15:31:02
1381995063.0,2.1733,144.13,84.4193,113.22,2013-10-17 15:31:03
1382081465.0,2.2352,146.52,84.7017,113.39,2013-10-18 15:31:05
1382167862.0,2.7581,163.2,84.9849,113.62,2013-10-19 15:31:02
1382256962.0,3.0865,173.14,85.2689,113.9,2013-10-20 16:16:02
1382343365.0,3.25,178.19,85.5537,114.19,2013-10-21 16:16:05
1382429762.0,3.7766,192.69,85.8393,114.53,2013-10-22 16:16:02
1382516462.0,3.8438,195.01,86.1257,114.87,2013-10-23 16:21:02
1382603162.0,3.6402,190.36,86.4128,115.19,2013-10-24 16:26:02
1382689561.0,3.4416,185.65,86.7008,115.5,2013-10-25 16:26:01
1382775972.0,3.4069,185.26,86.9895,115.8,2013-10-26 16:26:12
1382862362.0,3.2791,182.28,87.279,116.09,2013-10-27 16:26:02
1382948762.0,3.7602,195.8,87.5694,116.42,2013-10-28 16:26:02
1383035461.0,3.8992,200.01,87.8605,116.76,2013-10-29 16:31:01
1383121861.0,3.9648,202.32,88.1525,117.11,2013-10-30 16:31:01
1383213961.0,3.8994,201.27,88.4452,117.45,2013-10-31 18:06:01
1383300363.0,3.9703,203.73,88.7387,117.8,2013-11-01 18:06:03
1383387362.0,4.0778,207.12,89.0331,118.15,2013-11-02 18:16:02
1383473762.0,3.9707,205.02,89.3283,118.5,2013-11-03 18:16:02
1383559862.0,4.3984,216.48,89.6242,118.88,2013-11-04 18:11:02
1383646270.0,4.9499,230.43,89.921,119.29,2013-11-05 18:11:10
1383732962.0,6.1039,256.82,90.2186,119.77,2013-11-06 18:16:02
1383819363.0,7.9471,294.21,90.517,120.32,2013-11-07 18:16:03
1383905762.0,9.3123,319.81,90.8163,120.93,2013-11-08 18:16:02
1383992161.0,11.2672,353.33,91.1163,121.6,2013-11-09 18:16:01
1384078562.0,8.9253,315.76,91.4172,122.19,2013-11-10 18:16:02
1384164962.0,9.8089,332.41,91.7189,122.81,2013-11-11 18:16:02
1384251362.0,11.4871,361.3,92.0214,123.49,2013-11-12 18:16:02
1384337762.0,12.2622,374.95,92.3248,124.18,2013-11-13 18:16:02
1384424762.0,14.4223,408.52,92.6289,124.92,2013-11-14 18:26:02
1384511162.0,15.6872,427.99,92.9339,125.64,2013-11-15 18:26:02
1384597862.0,16.5279,441.28,93.2398,126.35,2013-11-16 18:31:02
1384684562.0,18.4664,468.66,93.5464,127.14,2013-11-17 18:36:02
1384770962.0,25.9345,558.49,93.854,128.14,2013-11-18 18:36:02
1384857363.0,37.3753,674.71,94.1623,129.35,2013-11-19 18:36:03
1384943762.0,18.8999,482.59,94.4715,130.43,2013-11-20 18:36:02
1385030762.0,30.8659,620.39,94.7815,131.56,2013-11-21 18:46:02
1385117462.0,42.3406,731.15,95.0924,132.77,2013-11-22 18:51:02
1385243162.0,50.9951,808.91,95.7166,134.05,2013-11-24 05:46:02
1385329561.0,46.4289,776.96,96.0301,135.39,2013-11-25 05:46:01
1385419862.0,47.5706,791.59,96.3443,136.72,2013-11-26 06:51:02
1385506262.0,61.8758,909.0,96.6594,138.15,2013-11-27 06:51:02
1385592363.0,71.4794,983.78,96.9754,139.62,2013-11-28 06:46:03
1385678761.0,77.42,1031.2,97.2922,141.17,2013-11-29 06:46:01
1385775961.0,94.7314,1149.14,97.6099,142.8,2013-11-30 09:46:01
1385862661.0,89.1424,1122.87,97.9284,144.43,2013-12-01 09:51:01
1385949061.0,69.4116,997.84,98.2478,146.0,2013-12-02 09:51:01
1386035761.0,73.0016,1030.64,98.5681,147.61,2013-12-03 09:56:01
1386123062.0,78.5933,1077.12,98.8892,149.27,2013-12-04 10:11:02
1386210362.0,84.8355,1127.12,99.2112,150.93,2013-12-05 10:26:02
1386298561.0,66.2535,1002.91,99.534,152.52,2013-12-06 10:56:01
1386386162.0,38.1019,765.32,99.8578,153.94,2013-12-07 11:16:02
1386474061.0,31.0012,694.46,100.18,155.28,2013-12-08 11:41:01
1386560462.0,44.5461,837.82,100.5,156.78,2013-12-09 11:41:02
1386647462.0,53.2085,921.78,100.83,158.36,2013-12-10 11:51:02
1386735361.0,56.6863,957.82,101.16,159.98,2013-12-11 12:16:01
1386821761.0,44.3847,852.89,101.48,161.48,2013-12-12 12:16:01
1386909061.0,49.4582,906.15,101.81,163.05,2013-12-13 12:31:01
1386995462.0,47.4092,892.83,102.14,164.6,2013-12-14 12:31:02
1387083361.0,42.4441,850.15,102.47,166.16,2013-12-15 12:56:01
1387170361.0,43.7778,868.93,102.81,167.75,2013-12-16 13:06:01
1387257062.0,25.6657,669.11,103.14,169.12,2013-12-17 13:11:02
1387343762.0,23.5113,644.05,103.47,170.49,2013-12-18 13:16:02
1387430461.0,17.5971,560.15,103.81,171.76,2013-12-19 13:21:01
1387517461.0,28.0938,711.94,104.14,173.23,2013-12-20 13:31:01
1387604461.0,22.3238,638.3,104.48,174.67,2013-12-21 13:41:01
1387690862.0,20.1386,609.69,104.81,176.09,2013-12-22 13:41:02
1387777561.0,22.2891,645.14,105.15,177.57,2013-12-23 13:46:01
1387863961.0,23.8599,671.42,105.49,179.09,2013-12-24 13:46:01
1387950361.0,22.4229,654.72,105.83,180.62,2013-12-25 13:46:01
1388036762.0,24.8767,693.91,106.17,182.29,2013-12-26 13:46:02
1388123761.0,27.656,736.34,106.51,184.05,2013-12-27 13:56:01
1388210161.0,26.8117,729.8,106.86,185.89,2013-12-28 13:56:01
1388296862.0,25.7285,719.49,107.2,187.68,2013-12-29 14:01:02
1388385962.0,27.8035,752.77,107.54,189.5,2013-12-30 14:46:02
1388560561.0,28.5549,769.08,108.23,191.37,2014-01-01 15:16:01
1388646962.0,28.3301,771.15,108.58,193.3,2014-01-02 15:16:02
1388733362.0,30.233,802.1,108.93,195.34,2014-01-03 15:16:02
1388819762.0,30.4058,809.9,109.28,197.4,2014-01-04 15:16:02
1388906161.0,34.1311,864.09,109.63,199.53,2014-01-05 15:16:01
1388992562.0,42.9032,975.83,109.98,201.8,2014-01-06 15:16:02
1389097561.0,37.532,919.1,110.33,203.98,2014-01-07 20:26:01
1389183962.0,32.2336,857.55,110.68,206.11,2014-01-08 20:26:02
1389270361.0,30.5898,840.98,111.04,208.21,2014-01-09 20:26:01
1389356761.0,29.8349,836.11,111.39,210.34,2014-01-10 20:26:01
1389443161.0,34.703,908.02,111.75,212.6,2014-01-11 20:26:01
1389529561.0,30.958,863.47,112.1,214.82,2014-01-12 20:26:01
1389615962.0,28.5646,835.11,112.46,217.09,2014-01-13 20:26:02
1389702362.0,28.2748,836.54,112.82,219.36,2014-01-14 20:26:02
1389788762.0,29.69,863.15,113.18,221.7,2014-01-15 20:26:02
1389879062.0,28.5959,853.01,113.54,224.1,2014-01-16 21:31:02
1389966062.0,26.3329,824.34,113.9,226.55,2014-01-17 21:41:02
1390052462.0,26.8533,838.31,114.26,229.03,2014-01-18 21:41:02
1390140662.0,26.1922,833.7,114.62,231.5,2014-01-19 22:11:02
1390227062.0,27.819,865.46,114.99,234.14,2014-01-20 22:11:02
1390313762.0,27.5315,867.22,115.35,236.8,2014-01-21 22:16:02
1390411262.0,25.7452,846.28,116.08,239.62,2014-01-23 01:21:02
1390498262.0,24.3087,828.5,116.45,242.46,2014-01-24 01:31:02
1390584662.0,22.453,802.45,116.82,245.48,2014-01-25 01:31:02
1390671062.0,24.8187,850.35,117.19,248.6,2014-01-26 01:31:02
1390757462.0,26.8027,890.5,117.56,251.65,2014-01-27 01:31:02
1390854662.0,21.4896,803.34,117.93,254.63,2014-01-28 04:31:02
1390941362.0,21.7316,813.91,118.31,257.65,2014-01-29 04:36:02
1391028662.0,22.0262,825.36,118.68,260.58,2014-01-30 04:51:02
1391115062.0,21.4124,819.49,119.05,263.42,2014-01-31 04:51:02
1391201462.0,21.2932,823.08,119.43,266.38,2014-02-01 04:51:02
1391287862.0,21.9756,842.05,119.81,269.3,2014-02-02 04:51:02
1391374262.0,21.0323,829.58,120.18,272.24,2014-02-03 04:51:02
1391460962.0,20.2278,819.19,120.56,275.16,2014-02-04 04:56:02
1391549462.0,20.5387,831.17,120.94,278.1,2014-02-05 05:31:02
1391636162.0,19.7885,821.49,121.32,281.08,2014-02-06 05:36:02
1391722563.0,17.7367,783.21,121.7,284.15,2014-02-07 05:36:03
1391808965.0,15.0327,725.92,122.09,287.11,2014-02-08 05:36:05
1391895365.0,13.2979,687.32,122.47,290.06,2014-02-09 05:36:05
1391982062.0,13.3167,692.4,122.85,293.02,2014-02-10 05:41:02
1392068762.0,12.2466,668.35,123.24,295.95,2014-02-11 05:46:02
1392156073.0,11.0253,638.18,123.63,298.79,2014-02-12 06:01:13
1392260762.0,11.4346,654.09,124.01,301.69,2014-02-13 11:06:02
1392347167.0,8.3821,563.37,124.4,304.36,2014-02-14 11:06:07
1392433873.0,10.8332,644.56,124.79,307.3,2014-02-15 11:11:13
1392520270.0,11.1614,658.47,125.18,310.31,2014-02-16 11:11:10
1392607282.0,9.6557,616.22,125.57,313.16,2014-02-17 11:21:22
1392693705.0,10.3406,641.65,125.96,316.06,2014-02-18 11:21:45
1392780362.0,9.7059,625.32,126.36,318.82,2014-02-19 11:26:02
1392867062.0,9.5875,625.23,126.75,321.65,2014-02-20 11:31:02
1392954082.0,7.3142,549.26,127.15,324.38,2014-02-21 11:41:22
1393040762.0,7.7179,567.5,127.54,327.15,2014-02-22 11:46:02
1393127162.0,8.919,613.72,127.94,330.05,2014-02-23 11:46:02
1393213562.0,7.8346,578.54,128.34,332.86,2014-02-24 11:46:02
1393299962.0,5.742,497.98,128.74,335.44,2014-02-25 11:46:02
1393389369.0,7.2694,563.52,129.14,338.25,2014-02-26 12:36:09
1393476662.0,7.6504,581.48,129.54,341.15,2014-02-27 12:51:02
1393563362.0,7.2998,571.31,129.95,344.07,2014-02-28 12:56:02
1393650362.0,6.8891,558.21,130.35,346.98,2014-03-01 13:06:02
1393736765.0,6.8789,561.03,130.75,349.92,2014-03-02 13:06:05
1393823162.0,7.1058,573.53,131.16,352.91,2014-03-03 13:06:02
1393913183.0,9.3551,662.1,131.57,356.15,2014-03-04 14:06:23
1394006761.0,9.2882,663.72,131.97,359.35,2014-03-05 16:06:01
1394095261.0,9.1438,662.5,132.38,362.57,2014-03-06 16:41:01
1394182283.0,8.8363,655.21,132.79,365.84,2014-03-07 16:51:23
1394268962.0,7.8683,621.94,133.21,369.04,2014-03-08 16:56:02
1394355362.0,7.7884,622.39,133.62,372.21,2014-03-09 16:56:02
1394441781.0,8.1208,639.21,134.03,375.37,2014-03-10 16:56:21
1394528162.0,7.8158,630.67,134.44,378.5,2014-03-11 16:56:02
1394614562.0,7.8498,635.66,134.86,381.67,2014-03-12 16:56:02
1394700962.0,7.8635,639.84,135.28,384.84,2014-03-13 16:56:02
1394789462.0,7.6159,633.27,135.69,388.04,2014-03-14 17:31:02
1394875862.0,7.4956,631.85,136.11,391.29,2014-03-15 17:31:02
1394962262.0,7.4724,634.47,136.53,394.55,2014-03-16 17:31:02
1395048662.0,7.1084,622.31,136.95,397.78,2014-03-17 17:31:02
1395135062.0,6.9096,616.98,137.37,401.02,2014-03-18 17:31:02
1395222077.0,6.8337,616.97,137.8,404.21,2014-03-19 17:41:17
1395308462.0,6.4711,603.7,138.22,407.45,2014-03-20 17:41:02
1395394562.0,6.3339,600.58,138.65,410.71,2014-03-21 17:36:02
1395480963.0,5.5614,565.67,139.07,413.69,2014-03-22 17:36:03
1395567362.0,5.5313,567.01,139.5,416.64,2014-03-23 17:36:02
1395654362.0,5.2692,556.21,139.93,419.57,2014-03-24 17:46:02
1395740763.0,5.5357,573.04,140.36,422.61,2014-03-25 17:46:03
1395837962.0,5.6989,584.44,140.79,425.7,2014-03-26 20:46:02
1395944761.0,4.4915,522.28,141.65,428.71,2014-03-28 02:26:01
1396039262.0,3.9351,491.28,142.08,431.64,2014-03-29 04:41:02
1396145462.0,3.8058,485.56,142.52,434.65,2014-03-30 10:11:02
1396233962.0,3.6292,476.49,142.96,437.6,2014-03-31 10:46:02
1396320362.0,3.3293,458.6,143.39,440.52,2014-04-01 10:46:02
1396408562.0,3.6337,481.44,143.83,443.46,2014-04-02 11:16:02
1396496463.0,2.8344,427.18,144.27,446.22,2014-04-03 11:41:03
1396583162.0,2.9382,436.88,144.71,448.86,2014-04-04 11:46:02
1396669562.0,3.117,452.01,145.15,451.56,2014-04-05 11:46:02
1396755962.0,3.2597,464.4,145.59,454.4,2014-04-06 11:46:02
1396842362.0,3.1075,455.56,146.04,457.28,2014-04-07 11:46:02
1396928762.0,3.0468,453.18,146.48,460.13,2014-04-08 11:46:02
1397016663.0,3.0381,454.67,146.93,463.09,2014-04-09 12:11:03
1397103362.0,2.6648,427.74,147.38,465.84,2014-04-10 12:16:02
1397189763.0,2.1063,381.88,147.82,468.34,2014-04-11 12:16:03
1397276163.0,2.7471,438.11,148.27,471.2,2014-04-12 12:16:03
1397362562.0,2.5609,424.92,148.72,474.04,2014-04-13 12:16:02
1397448962.0,2.3569,409.46,149.17,476.82,2014-04-14 12:16:02
1397535962.0,2.888,455.37,149.63,479.85,2014-04-15 12:26:02
1397623562.0,3.666,515.64,150.08,483.23,2014-04-16 12:46:02
1397710262.0,3.6843,519.52,150.54,486.61,2014-04-17 12:51:02
1397797262.0,3.2967,493.83,150.99,489.89,2014-04-18 13:01:02
1397883662.0,2.9815,471.86,151.45,493.05,2014-04-19 13:01:02
1397970062.0,3.3774,504.63,151.91,496.32,2014-04-20 13:01:02
1398056463.0,3.3875,507.8,152.37,499.56,2014-04-21 13:01:03
1398143162.0,3.2358,498.68,152.83,502.84,2014-04-22 13:06:02
1398229562.0,3.1069,490.97,153.29,506.12,2014-04-23 13:06:02
1398318062.0,3.0451,488.4,153.75,509.45,2014-04-24 13:41:02
1398407464.0,2.6325,456.3,154.22,512.83,2014-04-25 14:31:04
1398494762.0,2.555,451.65,154.68,516.11,2014-04-26 14:46:02
1398582662.0,2.5785,455.84,155.15,519.38,2014-04-27 15:11:02
1398670562.0,2.2286,425.69,155.62,522.49,2014-04-28 15:36:02
1398773762.0,2.4394,447.43,156.09,525.74,2014-04-29 20:16:02
1398871562.0,2.4045,446.29,156.56,529.07,2014-04-30 23:26:02
1398957963.0,2.4301,450.76,157.03,532.43,2014-05-01 23:26:03
1399044362.0,2.3524,445.52,157.5,535.69,2014-05-02 23:26:02
1399130765.0,2.2835,440.95,157.97,538.97,2014-05-03 23:26:05
1399217165.0,2.1876,433.52,158.45,542.16,2014-05-04 23:26:05
1399303566.0,2.1332,429.98,158.92,545.32,2014-05-05 23:26:06
1399392065.0,2.1178,430.92,159.88,548.4,2014-05-07 00:01:05
1399478467.0,2.1909,440.21,160.36,551.55,2014-05-08 00:01:07
1399564880.0,2.1855,441.51,160.84,554.51,2014-05-09 00:01:20
1399653676.0,2.2544,450.36,161.32,557.67,2014-05-10 00:41:16
